10001,40.748,-73.997
10002,40.715,-73.988
10003,40.731,-73.989
10004,40.696,-74.025
10005,40.706,-74.008
10007,40.714,-74.007
10010,40.737,-73.981
10011,40.74,-74
10012,40.726,-73.998
10013,40.719,-74.003
10014,40.734,-74.005
10016,40.744,-73.978
10017,40.752,-73.971
10018,40.755,-73.993
10019,40.765,-73.986
10020,40.735,-73.997
10021,40.768,-73.959
10022,40.757,-73.966
10023,40.776,-73.983
10024,40.786,-73.976
10025,40.797,-73.968
10028,40.776,-73.953
10036,40.76,-73.992
10038,40.71,-74.001
10065,40.765,-73.964
10128,40.782,-73.951
10502,41.011,-73.841
10506,41.191,-73.636
10520,41.218,-73.892
10533,41.038,-73.86
10550,40.908,-73.838
10551,41.119,-73.733
10552,40.923,-73.83
10583,40.993,-73.799
10598,41.3,-73.792
10601,41.033,-73.765
10603,41.05,-73.778
10605,41.014,-73.755
10701,40.946,-73.867
10704,40.918,-73.859
10801,40.917,-73.788
10006,40.708,-74.013
10008,40.781,-73.977
10009,40.726,-73.98
10026,40.802,-73.953
10027,40.812,-73.955
10029,40.792,-73.945
10030,40.818,-73.943
10031,40.825,-73.951
10032,40.838,-73.942
10033,40.85,-73.936
10034,40.866,-73.922
10035,40.801,-73.937
10037,40.813,-73.938
10039,40.826,-73.938
10040,40.858,-73.93
10041,40.704,-74.01
10043,40.781,-73.977
10044,40.762,-73.951
10045,40.709,-74.009
10047,40.781,-73.977
10048,40.713,-74.013
10055,40.781,-73.977
10069,40.778,-73.988
10072,40.781,-73.977
10080,40.781,-73.977
10081,40.781,-73.977
10082,40.781,-73.977
10087,40.781,-73.977
10095,40.748,-73.988
10098,40.748,-73.988
10101,40.781,-73.977
10102,40.781,-73.977
10103,40.76,-73.976
10104,40.761,-73.98
10105,40.763,-73.979
10106,40.765,-73.98
10107,40.766,-73.983
10108,40.781,-73.977
10109,40.781,-73.977
10110,40.754,-73.981
10111,40.759,-73.978
10112,40.759,-73.98
10113,40.781,-73.977
10114,40.781,-73.977
10115,40.811,-73.964
10116,40.781,-73.977
10117,40.781,-73.977
10118,40.749,-73.986
10119,40.781,-73.977
10120,40.751,-73.989
10121,40.75,-73.992
10122,40.752,-73.992
10123,40.751,-73.991
10124,40.781,-73.977
10125,40.781,-73.977
10126,40.781,-73.977
10129,40.781,-73.977
10130,40.781,-73.977
10131,40.781,-73.977
10132,40.781,-73.977
10133,40.781,-73.977
10138,40.781,-73.977
10149,40.781,-73.977
10150,40.781,-73.977
10151,40.763,-73.974
10152,40.759,-73.973
10153,40.764,-73.973
10154,40.758,-73.973
10155,40.761,-73.968
10156,40.781,-73.977
10157,40.781,-73.977
10158,40.749,-73.976
10159,40.781,-73.977
10160,40.781,-73.977
10161,40.781,-73.977
10162,40.77,-73.951
10163,40.781,-73.977
10164,40.781,-73.977
10165,40.752,-73.979
10166,40.755,-73.976
10167,40.755,-73.975
10168,40.752,-73.977
10169,40.755,-73.977
10170,40.753,-73.975
10171,40.756,-73.975
10172,40.756,-73.975
10173,40.754,-73.98
10174,40.752,-73.975
10175,40.754,-73.98
10176,40.756,-73.979
10177,40.755,-73.976
10178,40.751,-73.979
10185,40.781,-73.977
10197,40.781,-73.977
10199,40.75,-74.001
10213,40.781,-73.977
10242,40.781,-73.977
10249,40.781,-73.977
10256,40.781,-73.977
10259,40.781,-73.977
10260,40.781,-73.977
10261,40.781,-73.977
10265,40.781,-73.977
10268,40.781,-73.977
10269,40.781,-73.977
10270,40.707,-74.008
10271,40.709,-74.011
10272,40.781,-73.977
10273,40.781,-73.977
10274,40.781,-73.977
10275,40.781,-73.977
10276,40.781,-73.977
10277,40.781,-73.977
10278,40.715,-74.004
10279,40.713,-74.008
10280,40.711,-74.016
10281,40.715,-74.015
10282,40.717,-74.015
10285,40.715,-74.016
10286,40.714,-74.012
10292,40.781,-73.977
10301,40.632,-74.093
10302,40.631,-74.138
10303,40.63,-74.161
10304,40.61,-74.088
10305,40.597,-74.077
10306,40.568,-74.118
10307,40.508,-74.244
10308,40.552,-74.153
10309,40.535,-74.212
10310,40.632,-74.117
10311,40.605,-74.179
10312,40.546,-74.179
10313,40.564,-74.147
10314,40.604,-74.147
10451,40.822,-73.922
10452,40.838,-73.922
10453,40.852,-73.913
10454,40.809,-73.92
10455,40.815,-73.907
10456,40.832,-73.91
10457,40.849,-73.9
10458,40.863,-73.889
10459,40.825,-73.894
10460,40.841,-73.879
10461,40.847,-73.841
10462,40.843,-73.86
10463,40.88,-73.907
10464,40.847,-73.787
10465,40.826,-73.82
10466,40.89,-73.85
10467,40.874,-73.871
10468,40.866,-73.9
10469,40.87,-73.849
10470,40.9,-73.862
10471,40.901,-73.905
